,sentence,rankt,ranko
7618,lass mich hier raus,7618,9899
7619,"ich weiß, was sie denken",7619,7621
7620,lara,7620,1601
7621,lass es gut sein,7621,9899
7622,kein scheiß,7622,9899
7623,sie sind entlassen,7623,3851
7624,ich muss mit ihr reden,7624,9899
7625,"egal, was passiert",7625,6683
7626,kann man so sagen,7626,9552
7627,erbärmlich,7627,9899
7628,hol sie,7628,7907
7629,du kannst jetzt gehen,7629,9899
7630,wallace,7630,9899
7631,juliet,7631,9899
7632,wie ist er,7632,7160
7633,willkommen im club,7633,8307
7634,das ist unsere chance,7634,9899
7635,genau das ist es,7635,9899
7636,das kannst du,7636,9899
7637,wir haben viel zu tun,7637,9899
7638,nur keine sorge,7638,9899
7639,wo bin ich hier,7639,9899
7640,woher hast du die,7640,7757
7641,kontrolle,7641,1835
7642,"ich bin froh, dass du hier bist",7642,9899
7643,ich bin für dich da,7643,9899
7644,"du weißt, wer ich bin",7644,9899
7645,ihr mann,7645,9899
7646,extrablatt,7646,5600
7647,du bist wahnsinnig,7647,7940
7648,das ist aber schade,7648,9899
7649,richtig so,7649,5791
7650,zum letzten mal,7650,9899
7651,sie ist perfekt,7651,6830
7652,das telefon klingelt,7652,3184
7653,was tust du denn da,7653,9899
7654,beschissen,7654,7797
7655,wovon redet ihr,7655,9899
7656,irgendwas stimmt hier nicht,7656,5794
7657,"wie schön, dich zu sehen",7657,4407
7658,du gehst nirgendwo hin,7658,9899
7659,sie stirbt,7659,9899
7660,mina,7660,9899
7661,es ist nur eine frage der zeit,7661,9899
7662,"he, kumpel",7662,9899
7663,ist es vorbei,7663,4738
7664,halt mich fest,7664,9899
7665,"bitte, helfen sie mir",7665,6851
7666,wie konntest du,7666,9899
7667,es war meine idee,7667,9899
7668,lynette,7668,9899
7669,interessiert,7669,9899
7670,kann ich kurz mit dir reden,7670,9899
7671,das kann nicht dein ernst sein,7671,9899
7672,hexe,7672,6748
7673,"schön, nicht",7673,3389
7674,"hey, sam",7674,9899
7675,celia,7675,9899
7676,warum sollte er,7676,9899
7677,olé,7677,2340
7678,lassen sie ihn gehen,7678,6630
7679,das ist schwierig,7679,5120
7680,wollen sie mich verarschen,7680,9899
7681,es war mein fehler,7681,7365
7682,damit kann ich leben,7682,9899
7683,pah,7683,2840
7684,und wo ist er,7684,5623
7685,ich gehe schlafen,7685,9137
7686,das wird ein spaß,7686,9899
7687,zu dumm,7687,9132
7688,wir tun unser bestes,7688,9899
7689,hast du sie gefunden,7689,9899
7690,du bist da,7690,9899
7691,wenn das so ist,7691,9899
7692,hör auf mich,7692,9899
7693,das hab ich gehört,7693,8075
7694,lass die waffe fallen,7694,9899
7695,"nein, moment",7695,9899
7696,hör doch,7696,5100
7697,red weiter,7697,9899
7698,"hey, babe",7698,9899
7699,vertraue mir,7699,9899
7700,stolz,7700,9899
7701,sie war es,7701,9899
7702,wir sind dabei,7702,9899
7703,"doch, habe ich",7703,9899
7704,welches geld,7704,9899
7705,das ist albern,7705,9899
7706,"ich meine, ja",7706,9899
7707,wir versuchen es,7707,6983
7708,"ja, sehr schön",7708,3365
7709,"ja, so ist es gut",7709,9899
7710,elias,7710,5153
7711,"hallo, joe",7711,9899
7712,"doch, bist du",7712,9899
7713,entschuldige mal,7713,9899
7714,schwachkopf,7714,9899
7715,tanz mit mir,7715,9462
7716,genau so ist es,7716,9899
7717,snow,7717,9899
7718,natürlich habe ich das,7718,9899
7719,ihnen,7719,7974
7720,geister,7720,9899
7721,fran,7721,9899
7722,wir machen das,7722,8313
7723,von ganzem herzen,7723,6909
7724,alles ist bereit,7724,5045
7725,scheißdreck,7725,2873
7726,das glaube ich gern,7726,9899
7727,zieh dich um,7727,5897
7728,ich brauche nichts,7728,6409
7729,dem stimme ich zu,7729,9899
7730,"guten tag, monsieur",7730,9899
7731,du hast mich reingelegt,7731,9899
7732,worum geht es denn,7732,9899
7733,das wäre gut,7733,8523
7734,verstehen wir uns,7734,6787
7735,echt cool,7735,9899
7736,wo hast du den her,7736,8833
7737,das hast du nicht,7737,9899
7738,tanz,7738,5671
7739,er liebt dich,7739,9899
7740,trinkt,7740,8224
7741,aber nicht hier,7741,5637
7742,ich möchte mich entschuldigen,7742,9007
7743,das funktioniert,7743,8163
7744,eine katastrophe,7744,2425
7745,"ach, egal",7745,7814
7746,ich bin soweit,7746,7852
7747,lüge,7747,2872
7748,es ist noch nicht zu spät,7748,9899
7749,gott bewahre,7749,5951
7750,cheese,7750,6969
7751,ich habe kopfschmerzen,7751,9899
7752,und da,7752,5718
7753,"ja, er ist hier",7753,9899
7754,und außerdem,7754,6938
7755,kontakt,7755,9899
7756,herrin,7756,9899
7757,wo warst du so lange,7757,4721
7758,wer war es dann,7758,9899
7759,du bist ein feigling,7759,9899
7760,was wollen sie denn,7760,2945
7761,ratten,7761,6973
7762,"ja, vermutlich",7762,9899
7763,bis morgen früh,7763,9899
7764,trink aus,7764,8216
7765,gefängnis,7765,8911
7766,geh in dein zimmer,7766,9899
7767,was ist das für ein ding,7767,9899
7768,wie traurig,7768,9866
7769,hogan,7769,9899
7770,du hast es getan,7770,9899
7771,was habt ihr gemacht,7771,6908
7772,es ist deine entscheidung,7772,9899
7773,texas,7773,9899
7774,es ist dunkel,7774,4562
7775,was soll das bringen,7775,9899
7776,"was, zum teufel, ist das",7776,9899
7777,gib's ihm,7777,7490
7778,wo ist das telefon,7778,9899
7779,du musst jetzt gehen,7779,9899
7780,haben sie einen termin,7780,7977
7781,geschichte,7781,9899
7782,das will ich sehen,7782,9490
7783,sei nett,7783,9899
7784,bezaubernd,7784,4963
7785,"nein, tu das nicht",7785,9899
7786,dreimal,7786,8905
7787,sie sind krank,7787,8091
7788,"nein, ist schon okay",7788,9899
7789,"klar, warum nicht",7789,9899
7790,antonio,7790,7069
7791,schmerz,7791,9899
7792,neil,7792,9899
7793,was für eins,7793,9899
7794,ich seh mal nach,7794,4049
7795,freut mich zu hören,7795,9899
7796,es war schön,7796,5640
7797,ich muss mich beeilen,7797,8328
7798,"hey, doc",7798,9899
7799,alles weg,7799,4541
7800,dawn,7800,9899
7801,du hast das richtige getan,7801,9899
7802,das ist unerhört,7802,6213
7803,sehr clever,7803,9899
7804,die liebe,7804,1912
7805,oberst,7805,2809
7806,ich muss aufhören,7806,9899
7807,entspannen,7807,9899
7808,"ich werde sehen, was ich tun kann",7808,9899
7809,das ist gar nichts,7809,9899
7810,hier nicht,7810,3039
7811,hör mir mal zu,7811,9899
7812,es sieht nicht gut aus,7812,9899
7813,ich bin kein mörder,7813,9899
7814,geht mir auch so,7814,9899
7815,"bitte, hör auf",7815,9899
7816,du weißt gar nichts,7816,9899
7817,du hast ihn getötet,7817,9899
7818,viel glück dabei,7818,9899
7819,das ist nicht der punkt,7819,9899
7820,schauen sie mich an,7820,9899
7821,happy birthday to you,7821,2974
7822,ihr idioten,7822,9899
7823,man weiß ja nie,7823,9899
7824,dollar,7824,9202
7825,wenn ich das wüsste,7825,4861
7826,kalifornien,7826,9899
7827,gehen wir essen,7827,9899
7828,reese,7828,9899
7829,reich,7829,5077
7830,fünfzehn,7830,4715
7831,bin schon dabei,7831,9899
7832,ich kann nicht bleiben,7832,9899
7833,wer war er,7833,9899
7834,gesehen,7834,9899
7835,alkohol,7835,9899
7836,alexandre,7836,9899
7837,wie lief's,7837,9899
7838,ich habe nichts zu verbergen,7838,9899
7839,ich bin nicht dumm,7839,9899
7840,darauf können sie wetten,7840,8725
7841,lauf nicht weg,7841,7552
7842,ist jemand verletzt,7842,9899
7843,zu welchem zweck,7843,9899
7844,omar,7844,9899
7845,monroe,7845,9899
7846,das bist du nicht,7846,9899
7847,ich mag ihn nicht,7847,9778
7848,die sind gut,7848,7658
7849,shakespeare,7849,9899
7850,alles in ordnung mit dir,7850,9899
7851,kitty,7851,9899
7852,fallenlassen,7852,9899
7853,so 'ne scheiße,7853,4870
7854,du bist gemein,7854,4664
7855,ihr bleibt hier,7855,6597
7856,finden sie ihn,7856,9899
7857,und wenn doch,7857,7722
7858,verdammtes arschloch,7858,9899
7859,wohl wahr,7859,9899
7860,du siehst fantastisch aus,7860,9899
7861,"oh, shit",7861,9899
7862,und die kinder,7862,9244
7863,du hast es mir versprochen,7863,9899
7864,du bist toll,7864,9899
7865,alle raus hier,7865,9899
7866,"alles klar, kumpel",7866,9899
7867,ich habe es eilig,7867,9032
7868,mel,7868,9899
7869,zu fuß,7869,4990
7870,was zum teufel ist los mit dir,7870,9899
7871,was für ein problem,7871,9899
7872,"hilfe, hilfe",7872,9899
7873,was für eine schande,7873,9899
7874,fühl dich wie zu hause,7874,7960
7875,marina,7875,9899
7876,bitte warten sie,7876,9899
7877,senator,7877,9899
7878,wie war die reise,7878,4936
7879,im moment,7879,9899
7880,auch egal,7880,9899
7881,"los, geh",7881,9899
7882,wer hat dich geschickt,7882,9899
7883,was wohl,7883,9623
7884,komm ins bett,7884,6848
7885,es ist nicht vorbei,7885,9899
7886,ich bin ein mensch,7886,9899
7887,komm sofort zurück,7887,5562
7888,was mache ich,7888,9899
7889,chad,7889,9899
7890,das war sehr gut,7890,9899
7891,bedaure,7891,2305
7892,zurückziehen,7892,3321
7893,was erlauben sie sich,7893,2655
7894,das tut er,7894,9899
7895,"weißt du, ich",7895,9899
7896,joy,7896,9899
7897,"nein, das tue ich nicht",7897,9899
7898,ich tu's,7898,9899
7899,jetzt gerade,7899,5147
7900,hallo schatz,7900,5161
7901,wusste ich nicht,7901,9899
7902,wussten sie das nicht,7902,4965
7903,schwach,7903,9899
7904,das bin nicht ich,7904,9899
7905,brot,7905,3598
7906,sie zuerst,7906,9899
7907,er hat angefangen,7907,7731
7908,mir fehlt nichts,7908,9899
7909,er ist okay,7909,9899
7910,er ist perfekt,7910,9899
7911,wir brauchen ihre hilfe,7911,9899
7912,"danke, meine herren",7912,2221
7913,was bedeutet es,7913,9899
7914,wem sagen sie das,7914,7133
7915,bist du da drin,7915,9899
7916,ripped by damaja,7916,6439
7917,geht es euch gut,7917,9899
7918,joyce,7918,6874
7919,was soll ich ihm sagen,7919,9899
7920,kira,7920,9899
7921,tu etwas,7921,9899
7922,wie denn das,7922,9899
7923,wegen was,7923,9899
7924,nichts ist los,7924,9899
7925,kriegst du das hin,7925,7585
7926,ich will nichts hören,7926,7997
7927,"nein, keine sorge",7927,9899
7928,"nein, gar nichts",7928,9899
7929,vor wem,7929,9899
7930,nimm schon,7930,7372
7931,war ja klar,7931,9899
7932,wir haben ihn gefunden,7932,9899
7933,"ich weiß, wie das ist",7933,9899
7934,ich werde dich immer lieben,7934,9899
7935,und wie geht's dir,7935,7733
7936,er sagte,7936,9899
7937,meine hand,7937,8895
7938,"ja, du auch",7938,6261
7939,"danke, doc",7939,9899
7940,anwalt,7940,9899
7941,ich zähle bis drei,7941,9899
7942,nicht stehen bleiben,7942,9899
7943,da haben wir es,7943,9899
7944,was ist denn jetzt,7944,3261
7945,ich habe was für dich,7945,9899
7946,glaubt mir,7946,8675
7947,glaubst du mir nicht,7947,7628
7948,was läuft,7948,9899
7949,es war gut,7949,9899
7950,halten,7950,9899
7951,schließ deine augen,7951,9899
7952,die wahrheit liegt da draussen,7952,9899
7953,hör auf zu weinen,7953,9899
7954,hört euch das an,7954,8785
7955,die frau,7955,9899
7956,deine freundin,7956,5639
7957,rufus,7957,4048
7958,sie schreit,7958,1980
7959,"sie wissen, wer ich bin",7959,9899
7960,deshalb sind wir hier,7960,8589
7961,wohin geht ihr,7961,9899
7962,abigail,7962,9899
7963,"alles in ordnung, sir",7963,9899
7964,ich hab's gleich,7964,8415
7965,ich krieg keine luft,7965,9899
7966,ich bin verrückt,7966,9809
7967,und jetzt geh,7967,9899
7968,du bist in ordnung,7968,9899
7969,drücken,7969,9899
7970,wer ist der mann,7970,6981
7971,"ja, bestens",7971,9899
7972,wird auch zeit,7972,9899
7973,ich will nicht mehr,7973,3290
7974,bist du blind,7974,8171
7975,lass es raus,7975,9899
7976,nikita,7976,9899
7977,"ja, miss",7977,2992
7978,hiergeblieben,7978,3038
7979,weinst du,7979,9899
7980,ich habe es gefunden,7980,7534
7981,hast du ein problem damit,7981,9899
7982,das ist irre,7982,9899
7983,ich bitte euch,7983,4273
7984,du hörst mir nicht zu,7984,6865
7985,wo ist das baby,7985,9899
7986,das kann ich ihnen nicht sagen,7986,9899
7987,was willst du jetzt machen,7987,5668
7988,janice,7988,9899
7989,überfall,7989,2574
7990,ich hole es,7990,9899
7991,salz,7991,5097
7992,möchten sie,7992,3517
7993,nach unten,7993,9899
7994,haltet den dieb,7994,9899
7995,lassen sie mich rein,7995,9899
7996,tausend dank,7996,4945
7997,johnson,7997,7460
7998,es ist eine schande,7998,9899
7999,das ist illegal,7999,9899
8000,ich fange an,8000,9899
8001,"ja, tatsächlich",8001,9899
8002,ich versteh dich nicht,8002,4025
8003,weg mit euch,8003,9899
8004,was für einen,8004,9899
8005,du wolltest mich sehen,8005,9899
8006,maura,8006,9899
8007,wer ist dieser kerl,8007,9899
8008,ich hab dich gewarnt,8008,9899
8009,danielle,8009,9899
8010,hat sie nicht,8010,9899
8011,ist das normal,8011,9899
8012,jonah,8012,9899
8013,lester,8013,9899
8014,nächste frage,8014,9465
8015,was ist mit,8015,9899
8016,du hast es gehört,8016,9899
8017,nur ein scherz,8017,9899
8018,wisst ihr,8018,9899
8019,in paris,8019,3697
8020,im keller,8020,8394
8021,für alle fälle,8021,7943
8022,und ich auch nicht,8022,6271
8023,sie mistkerl,8023,9899
8024,lauf weiter,8024,6855
8025,ich fürchte nicht,8025,9899
8026,lass uns fahren,8026,9899
8027,"sag mir, was los ist",8027,9899
8028,ein paar stunden,8028,9899
8029,ich will dir etwas zeigen,8029,9899
8030,drei monate,8030,9311
8031,wir sehen uns heute abend,8031,8999
8032,das ist privat,8032,9899
8033,davis,8033,9899
8034,völlig,8034,9899
8035,sieh nach,8035,9899
8036,stimmt es,8036,9899
8037,mir ist langweilig,8037,9899
8038,kenn ich nicht,8038,2678
8039,"nein, vergiss es",8039,9899
8040,"also, ich weiß nicht",8040,9899
8041,hier stimmt was nicht,8041,9899
8042,er ist oben,8042,9899
8043,möchten sie was trinken,8043,5217
8044,das kann nicht stimmen,8044,9899
8045,"danke, mein freund",8045,9885
8046,das solltest du auch,8046,9899
8047,das ist ein anfang,8047,9899
8048,eine party,8048,8383
8049,rufen sie einen krankenwagen,8049,9899
8050,das kind,8050,8716
8051,"wissen sie, warum",8051,9173
8052,touché,8052,9899
8053,was hast du für ein problem,8053,9899
8054,ich hatte keine andere wahl,8054,9899
8055,er ist entkommen,8055,9899
8056,nur das,8056,9899
8057,was liest du da,8057,7237
8058,legt an,8058,2977
8059,dreh um,8059,9899
8060,er braucht hilfe,8060,9899
8061,sag bloß,8061,9899
8062,es ist etwas passiert,8062,8512
8063,ich werde hier sein,8063,9899
8064,wir brauchen einen arzt,8064,4559
8065,ich vertraue ihnen,8065,9701
8066,20 jahre,8066,3813
8067,das ergibt doch keinen sinn,8067,9899
8068,die zeit wird knapp,8068,7382
8069,"stimmt doch, oder",8069,8570
8070,mein vater ist tot,8070,9899
8071,wau,8071,5455
8072,wie ist er gestorben,8072,9899
8073,jetzt ist schluss,8073,5529
8074,es tut dir leid,8074,9899
8075,du bist schuld,8075,6581
8076,wir sind fast fertig,8076,9899
8077,ein monster,8077,9899
8078,giles,8078,9899
8079,wo waren wir stehen geblieben,8079,4079
8080,ich wollte es dir sagen,8080,9899
8081,du wirst nicht sterben,8081,9899
8082,was machen wir denn jetzt,8082,1869
8083,"du weißt, was zu tun ist",8083,9899
8084,fahr zurück,8084,5559
8085,er mag dich,8085,9899
8086,es bewegt sich,8086,9899
8087,dahin,8087,9899
8088,schau ihn dir an,8088,9899
8089,soll ich dir was sagen,8089,9899
8090,du vielleicht,8090,5905
8091,fürs erste,8091,9899
8092,nichts geht mehr,8092,2587
8093,"nein, sind wir nicht",8093,9899
8094,locker,8094,9899
8095,straße,8095,9899
8096,den schlüssel,8096,9899
8097,betrug,8097,9899
8098,härter,8098,9899
8099,"ja, sehr gern",8099,7761
8100,mein held,8100,9899
8101,auf mein kommando,8101,7754
8102,das weiß jeder,8102,9899
8103,waffen fallen lassen,8103,9899
8104,wie seltsam,8104,9899
8105,wie zum beispiel,8105,9899
8106,"komm schon, schatz",8106,9899
8107,mimi,8107,9899
8108,ich gehe nicht zurück,8108,9899
8109,was ist er,8109,9899
8110,das tu ich nicht,8110,9899
8111,hast du schmerzen,8111,5965
8112,nicht so schüchtern,8112,4819
8113,"ja, weiß ich",8113,9899
8114,du warst gut,8114,9899
8115,wer hat dir das angetan,8115,9899
8116,ich ruf dich später an,8116,9899
8117,die anderen,8117,9899
8118,sherry,8118,7578
8119,sollen wir gehen,8119,9899
8120,wir melden uns,8120,8314
8121,stimmt irgendwas nicht,8121,9899
8122,wir bleiben,8122,4629
8123,im bett,8123,4854
8124,"ok, bis dann",8124,9899
8125,rein gar nichts,8125,9899
8126,sie haben die wahl,8126,9899
8127,bellamy,8127,9899
8128,becca,8128,9899
8129,was neues,8129,7701
8130,jodi,8130,9899
8131,letzte woche,8131,9899
8132,du bist ein guter mensch,8132,9899
8133,"tja, also",8133,9899
8134,"es ist schön, dich zu sehen",8134,9899
8135,hr,8135,9899
8136,gib mir das geld,8136,9899
8137,reden wir,8137,9899
8138,uff,8138,3204
8139,ich hab nachgedacht,8139,7055
8140,geben sie ihn mir,8140,9899
8141,paps,8141,9472
8142,und tschüss,8142,9899
8143,so ist's besser,8143,9899
8144,"ja, ich auch nicht",8144,9899
8145,rauf,8145,9374
8146,selbstverständlich nicht,8146,9899
8147,bleib so,8147,9899
8148,was habt ihr,8148,9719
8149,"nein, halt",8149,9899
8150,desmond,8150,9899
8151,ich brauche es,8151,9899
8152,weiterfahren,8152,9899
8153,hook,8153,9899
8154,ich habe sie gewarnt,8154,6361
8155,kommt mit mir,8155,9899
8156,denk daran,8156,9899
8157,sieh mir in die augen,8157,9899
8158,pack deine sachen,8158,8556
8159,"ich wünschte, ich wüsste es",8159,9899
8160,sind wir uns einig,8160,9899
8161,hammer,8161,2693
8162,hutch,8162,9899
8163,weihnachten,8163,8255
8164,ich nehme es an,8164,9899
8165,sind wir nicht,8165,9899
8166,magda,8166,9273
8167,das habe ich schon,8167,9899
8168,ich will nur reden,8168,9899
8169,er seufzt,8169,3845
8170,ich hab genug,8170,8423
8171,"ach ja, richtig",8171,6414
8172,ich rufe an,8172,9899
8173,ruhige musik,8173,2941
8174,wie war sein name,8174,7145
8175,eben nicht,8175,2119
8176,das ist sehr schön,8176,5664
8177,das nehme ich an,8177,9899
8178,was ist mit dem,8178,6007
8179,können sie das,8179,9899
8180,wie lange ist es her,8180,9899
8181,abel,8181,2120
8182,das fühlt sich gut an,8182,9899
8183,ist das eine drohung,8183,9899
8184,wie siehst du denn aus,8184,1331
8185,und was ist mit ihnen,8185,9899
8186,ich hab ihn gesehen,8186,9899
8187,"ja, das verstehe ich",8187,9899
8188,guckt mal,8188,4091
8189,wann kommst du zurück,8189,9899
8190,"ja, das war er",8190,6259
8191,italienisch,8191,1596
8192,kommst du nicht mit,8192,6050
8193,wo sind deine eltern,8193,2733
8194,gehen sie nur,8194,7555
8195,"ja, ein wenig",8195,9899
8196,reverend,8196,9899
8197,"danke, liebling",8197,9899
8198,haben sie feuer,8198,6113
8199,hereinspaziert,8199,4458
8200,sei unbesorgt,8200,5365
8201,waffen weg,8201,7809
8202,beine auseinander,8202,9899
8203,perry,8203,9899
8204,du bist mein freund,8204,9899
8205,schrei mich nicht an,8205,9899
8206,fliegen,8206,3916
8207,wir haben ihn verloren,8207,9899
8208,und was ist passiert,8208,9899
8209,dorothy,8209,9899
8210,möchtest du was trinken,8210,4660
8211,es macht spaß,8211,9899
8212,deinetwegen,8212,9461
8213,glen,8213,9899
8214,kaugummi,8214,9899
8215,es ist alles ok,8215,9899
8216,das ist nicht normal,8216,8130
8217,ich komme runter,8217,8052
8218,das ist hübsch,8218,9412
8219,das geht vorbei,8219,8658
8220,"nein, das ist nicht nötig",8220,9899
8221,tun sie was,8221,9899
8222,"ok, tschüss",8222,9899
8223,es wird schon gehen,8223,9152
8224,ich habe sie getötet,8224,9899
8225,ich will ihnen helfen,8225,9899
8226,c,8226,9899
8227,was hast du mit ihr gemacht,8227,9899
8228,er ist ein genie,8228,3392
8229,yay,8229,9899
8230,das ist gut so,8230,9899
8231,"weißt du, was ich glaube",8231,9899
8232,"moment, was",8232,9899
8233,das wird dir gefallen,8233,9899
8234,wir lieben uns,8234,4346
8235,betrunken,8235,9899
8236,"freut mich, sie kennen zu lernen",8236,9119
8237,herr oberst,8237,703
8238,sind sie so weit,8238,8755
8239,das bringt doch nichts,8239,8753
8240,und was nun,8240,7758
8241,er war's,8241,3728
8242,meine dame,8242,9899
8243,ich will mit ihm reden,8243,9899
8244,wäre möglich,8244,9899
8245,"nein, vater",8245,7964
8246,das ist nichts für mich,8246,5923
8247,"morgen, sir",8247,7108
8248,redest du mit mir,8248,9899
8249,beantworte die frage,8249,9899
8250,ich brauche das geld,8250,9899
8251,rein damit,8251,5200
8252,aber trotzdem,8252,9899
8253,richtig gut,8253,6428
8254,ich habe einen termin,8254,9899
8255,"nein, ernsthaft",8255,9899
8256,ich habe es satt,8256,6382
8257,"nein, papa",8257,4052
8258,ich hab sie gesehen,8258,9899
8259,er gehört zu mir,8259,9899
8260,was wollen die,8260,9899
8261,du bist ein schatz,8261,9899
8262,wollen wir wetten,8262,9899
8263,die hälfte,8263,9899
8264,hast du zeit,8264,9090
8265,informationen,8265,9899
8266,ihr da,8266,7126
8267,wer denn sonst,8267,2818
8268,wie konntest du mir das antun,8268,9899
8269,ich kriege dich,8269,9899
8270,sie haben mich erschreckt,8270,9899
8271,arnold,8271,9899
8272,bleiben sie da,8272,9899
8273,wir treffen uns dort,8273,9899
8274,tag und nacht,8274,7170
8275,sie gehört dir,8275,9899
8276,dallas,8276,2664
8277,niemand weiß es,8277,9899
8278,macht euch keine sorgen,8278,9899
8279,soldat,8279,6353
8280,ins bett,8280,5790
8281,verfluchter mist,8281,9899
8282,was ist drin,8282,8493
8283,kommen sie nicht näher,8283,9899
8284,was ist denn mit dir passiert,8284,6035
8285,wir sind nur freunde,8285,9899
8286,curtis,8286,9899
8287,das weiß ich jetzt,8287,6062
8288,hals- und beinbruch,8288,6375
8289,woher weißt du davon,8289,9899
8290,herbert,8290,2064
8291,du siehst großartig aus,8291,9899
8292,"ja, was denn",8292,3556
8293,das kann ich nicht glauben,8293,9899
8294,wollen wir tanzen,8294,2630
8295,genug davon,8295,9899
8296,england,8296,7517
8297,machs gut,8297,6720
8298,was wirst du jetzt tun,8298,9899
8299,du narr,8299,9340
8300,wir haben sie verloren,8300,9899
8301,benzin,8301,3720
8302,"hallo, liebes",8302,9899
8303,sanfte musik,8303,2805
8304,douglas,8304,9899
8305,ich glaube kaum,8305,9899
8306,ich bin getroffen,8306,9899
8307,wie findest du es,8307,9899
8308,"hier entlang, sir",8308,5662
8309,schritte,8309,2365
8310,geschäfte,8310,7455
8311,lolle,8311,9899
8312,das ist inakzeptabel,8312,9899
8313,wir auch nicht,8313,9041
8314,du hörst nicht zu,8314,9899
8315,er hat was,8315,9899
8316,wir haben telefoniert,8316,6445
8317,kommen sie schnell,8317,4831
8318,lächle,8318,9899
8319,geht's ihm gut,8319,9899
8320,seien sie vernünftig,8320,9899
8321,such,8321,2915
8322,was willst du sagen,8322,9899
8323,die arme,8323,7742
8324,nico,8324,9899
8325,ich zuerst,8325,9899
8326,das ist völlig unmöglich,8326,8765
8327,basil,8327,9899
8328,kann mich jemand hören,8328,9551
8329,privat,8329,8729
8330,was macht sie da,8330,9899
8331,ja gut,8331,7120
8332,nichts ernstes,8332,9899
8333,worüber lachst du,8333,9899
8334,ich möchte dir etwas zeigen,8334,9899
8335,olga,8335,3554
8336,wir werden heiraten,8336,9899
8337,ich bin begeistert,8337,9899
8338,erpressung,8338,9899
8339,"komm her, baby",8339,9899
8340,es ist tot,8340,9899
8341,lass hören,8341,9899
8342,"hallo, frank",8342,9899
8343,herr direktor,8343,2218
8344,mandy,8344,9899
8345,komm sofort her,8345,6814
8346,ich komme ja schon,8346,7476
8347,das würde mir gefallen,8347,9899
8348,ich komme später wieder,8348,9899
8349,moses,8349,9899
8350,richter,8350,9899
8351,es war dunkel,8351,9899
8352,ich bin nicht tot,8352,8892
8353,mein könig,8353,9899
8354,wie schlimm,8354,9899
8355,fotze,8355,2234
8356,ich bin dein bruder,8356,7386
8357,entschuldigung angenommen,8357,9899
8358,wohin jetzt,8358,6788
8359,ich will sterben,8359,9899
8360,zum geburtstag viel glück,8360,3959
8361,"zurück, zurück",8361,8148
8362,nicht zu glauben,8362,9899
8363,diese hier,8363,9899
8364,"weißt du, wo er ist",8364,9899
8365,justine,8365,9899
8366,das geht leider nicht,8366,5051
8367,lane,8367,9899
8368,geht aufs haus,8368,8983
8369,was meint er damit,8369,6884
8370,h,8370,9899
8371,das ist mein zuhause,8371,9899
8372,so ist das nicht,8372,9899
8373,ich mache mir keine sorgen,8373,9899
8374,charley,8374,9899
8375,warum so eilig,8375,7857
8376,"ja, dann",8376,1634
8377,* stimmengewirr *,8377,3791
8378,fleisch,8378,9899
8379,"nein, ehrlich",8379,9899
8380,"nein, das wirst du nicht",8380,9899
8381,5 minuten,8381,9897
8382,nix,8382,1016
8383,und es tut mir leid,8383,9899
8384,du musst es tun,8384,9899
8385,das war fantastisch,8385,9899
8386,unterschreiben sie hier,8386,9899
8387,ich kann einfach nicht,8387,9899
8388,über dich,8388,6725
8389,"nein, noch nie",8389,8173
8390,anlegen,8390,9899
8391,kommt nicht infrage,8391,6044
8392,noch mal von vorn,8392,4589
8393,willst du nicht,8393,9905
8394,hör nicht auf sie,8394,9899
8395,uah,8395,761
8396,zugabe,8396,3151
8397,"ja, ja, natürlich",8397,9899
8398,"ich weiß, was das ist",8398,9899
8399,sie liebt dich,8399,8707
8400,sie ist nicht tot,8400,9899
8401,irgendwer,8401,9899
8402,wie hieß er,8402,9899
8403,können sie,8403,9899
8404,lilly,8404,1366
8405,das war's schon,8405,9899
8406,ich bleibe bei dir,8406,9012
8407,"ja, ist sie",8407,9899
8408,"ja, das sind sie",8408,9899
8409,laut und deutlich,8409,9899
8410,was passiert mit mir,8410,9899
8411,auto,8411,9899
8412,mir gefällt es,8412,9899
8413,sie haben ihn getötet,8413,9899
8414,so schlimm,8414,3665
8415,hinterlasst eine nachricht,8415,9899
8416,kuss,8416,9899
8417,ich muss aufs klo,8417,7623
8418,du kennst mich doch,8418,9899
8419,bitte verzeih mir,8419,6122
8420,tun wir's,8420,9899
8421,das ist sicher,8421,9353
8422,passe,8422,9899
8423,du siehst nicht gut aus,8423,9899
8424,sag mir,8424,9899
8425,das steht fest,8425,9899
8426,sieh sich das einer an,8426,9899
8427,schnellste seite für deutsche untertitel lost - 24,8427,9899
8428,nur geduld,8428,7434
8429,tu's,8429,9899
8430,roman,8430,5157
8431,"nein, alles gut",8431,9899
8432,ich geh dann mal,8432,8988
8433,joel,8433,9899
8434,jim-bob,8434,9899
8435,"doch, das ist es",8435,9899
8436,reißen sie sich zusammen,8436,7970
8437,und jetzt verschwinde,8437,9899
8438,und das heißt,8438,9899
8439,welcher art,8439,9599
8440,duncan,8440,9899
8441,"also, bitte",8441,9899
8442,"ach, herrje",8442,9899
8443,heim,8443,9153
8444,herr minister,8444,5934
8445,schauen sie mal,8445,4478
8446,willst du was essen,8446,9899
8447,fahr schon,8447,9899
8448,was ist mit euch,8448,7306
8449,"nein, war es nicht",8449,9899
8450,ich friere,8450,9899
8451,ist das korrekt,8451,9899
8452,"nein, jetzt",8452,5228
8453,geht's ihr gut,8453,9110
