,sentence,rankt,ranko
7902,"hola, muchacho",7902,9877
7903,en seguida,7903,9877
7904,él está muerto,7904,9877
7905,no podemos esperar,7905,9877
7906,no lo voy a hacer,7906,9877
7907,y acción,7907,9877
7908,te llamo,7908,9877
7909,vengan acá,7909,8289
7910,decir qué,7910,7859
7911,otro día,7911,3515
7912,hablamos por teléfono,7912,9086
7913,somos ricos,7913,6087
7914,puede que tengas razón,7914,9877
7915,que raro,7915,9734
7916,me toca a mí,7916,7720
7917,millones,7917,6892
7918,síguelo,7918,5042
7919,celoso,7919,8545
7920,llegó el momento,7920,3173
7921,en dónde,7921,8225
7922,quién llama,7922,6830
7923,no va a pasar nada,7923,3499
7924,ariel,7924,3304
7925,no me voy,7925,9877
7926,su hermano,7926,9877
7927,americano,7927,4878
7928,qué diablos sucede,7928,6835
7929,lo extraño,7929,9877
7930,te sorprende,7930,6079
7931,como nosotros,7931,9877
7932,es todo lo que tienes,7932,5849
7933,desaparecido,7933,9877
7934,mírelo,7934,7563
7935,no queda nada,7935,5478
7936,lo juras,7936,4802
7937,eso es lo que pasa,7937,9877
7938,siéntate ahí,7938,7247
7939,y lo haré,7939,9877
7940,déjalos,7940,4503
7941,succión,7941,9877
7942,da lo mismo,7942,4017
7943,mire eso,7943,7546
7944,"gracias, gracias, gracias",7944,9877
7945,no era yo,7945,9877
7946,"corran, corran",7946,5349
7947,me alegro de verle,7947,9103
7948,son hermosas,7948,9877
7949,gemma,7949,9877
7950,qué harás ahora,7950,9877
7951,eso es lo que importa,7951,9877
7952,va a morir,7952,9877
7953,"adelante, por favor",7953,3105
7954,skyler,7954,9877
7955,pobre chico,7955,9877
7956,cómo puedes estar tan seguro,7956,9877
7957,a qué viene eso,7957,9877
7958,nos,7958,5341
7959,jacques,7959,4635
7960,en silencio,7960,9760
7961,ya lo verá,7961,9032
7962,voy a subir,7962,5573
7963,winston,7963,9877
7964,p,7964,7600
7965,te espero,7965,4710
7966,v,7966,9877
7967,ponme a prueba,7967,7465
7968,si usted lo dice,7968,9877
7969,se volvió loco,7969,9877
7970,"sí, lo veo",7970,5254
7971,está justo ahí,7971,9877
7972,"no, no mucho",7972,6873
7973,dónde está eso,7973,4507
7974,no me había dado cuenta,7974,9877
7975,ése soy yo,7975,9877
7976,marchando,7976,6573
7977,humano,7977,9877
7978,la mía también,7978,9877
7979,"no, por supuesto",7979,9877
7980,en,7980,9877
7981,estamos casados,7981,9877
7982,come on,7982,7645
7983,y tú no,7983,6614
7984,eso no lo sé,7984,9243
7985,"sí, todo está bien",7985,8105
7986,no puedes quedarte aquí,7986,9877
7987,no me quejo,7987,9877
7988,vas a matarme,7988,9877
7989,estás borracha,7989,9877
7990,se lo dijiste,7990,9877
7991,fallé,7991,9877
7992,no sabe,7992,5631
7993,"cómo está, señor",7993,9420
7994,que pena,7994,9877
7995,adónde fuiste,7995,6350
7996,por siempre,7996,7734
7997,tome esto,7997,4418
7998,qué gente,7998,9877
7999,necesitan ayuda,7999,9877
8000,está inconsciente,8000,9877
8001,el lunes,8001,9877
8002,súbelo,8002,6069
8003,"te quiero, cariño",8003,9877
8004,es aburrido,8004,4425
8005,estás hablando en serio,8005,9877
8006,en qué estaba pensando,8006,9877
8007,eso es perfecto,8007,9877
8008,está cargada,8008,5938
8009,allí estás,8009,9877
8010,cat,8010,9877
8011,qué ha pasado aquí,8011,9877
8012,es encantadora,8012,8287
8013,wyatt,8013,9877
8014,prosiga,8014,9877
8015,es una chica,8015,9877
8016,y el tuyo,8016,5963
8017,nos entendemos,8017,9877
8018,eso es muy bueno,8018,9877
8019,al baño,8019,5863
8020,dónde estaban,8020,9877
8021,calvin,8021,9877
8022,no puedo quedarme aquí,8022,9877
8023,no estaba,8023,9877
8024,ese es tu problema,8024,4302
8025,confiesa,8025,9877
8026,sientes eso,8026,9877
8027,solo eso,8027,9877
8028,siempre ha sido así,8028,9877
8029,burt,8029,9877
8030,vacaciones,8030,9877
8031,hugh,8031,9877
8032,sabes eso,8032,9877
8033,lamento oír eso,8033,9877
8034,mirate,8034,6190
8035,no puedo seguir,8035,7194
8036,entonces qué hacemos,8036,9877
8037,lara,8037,9877
8038,a jugar,8038,5593
8039,voy a buscarlo,8039,9877
8040,"no, no lo sabes",8040,9877
8041,qué se supone que haga,8041,9877
8042,"oye, ven aquí",8042,9877
8043,se lo merecía,8043,8609
8044,que se vaya,8044,5113
8045,no hay nada que puedas hacer,8045,9877
8046,santo,8046,9877
8047,te ves preciosa,8047,5138
8048,qué desean,8048,6541
8049,la gente,8049,7567
8050,no tengo ganas,8050,3513
8051,dónde fue,8051,9877
8052,remen,8052,9877
8053,sobre,8053,9877
8054,no podría estar más de acuerdo,8054,9877
8055,es probable,8055,9251
8056,para mí no,8056,9884
8057,qué es todo eso,8057,9877
8058,voy a bajar,8058,4032
8059,ella murió,8059,9877
8060,donde has estado,8060,9674
8061,tucker,8061,9877
8062,la última,8062,4210
8063,es una mala idea,8063,9877
8064,qué tal tú,8064,9877
8065,estoy seguro de ello,8065,7258
8066,yay,8066,9877
8067,manuel,8067,1451
8068,traición,8068,9877
8069,amigo mío,8069,5957
8070,debo ir,8070,9877
8071,no respondas,8071,9877
8072,cómo van las cosas,8072,9877
8073,quédate atrás,8073,9334
8074,un monstruo,8074,9877
8075,madison,8075,9877
8076,ese tipo de cosas,8076,9877
8077,te voy a extrañar,8077,3640
8078,no quiero hacer esto,8078,9877
8079,aquí estaré,8079,6942
8080,qué hacer,8080,9877
8081,dios los bendiga,8081,5119
8082,no te preocupes por nada,8082,4868
8083,de ninguna forma,8083,9877
8084,"oh, en serio",8084,9877
8085,qué piensa usted,8085,9877
8086,ni una vez,8086,9877
8087,"abajo, abajo",8087,2806
8088,hambre,8088,9877
8089,se ha terminado,8089,9877
8090,"bueno, muy bien",8090,9877
8091,es la única forma,8091,9877
8092,luces bien,8092,4167
8093,excelente idea,8093,9877
8094,pues claro que sí,8094,5697
8095,otto,8095,7138
8096,muy malo,8096,8592
8097,de eso estoy hablando,8097,9877
8098,no me gustan,8098,4959
8099,fue ella,8099,9877
8100,no se siente bien,8100,9877
8101,"sí, lo conozco",8101,6187
8102,un gusto,8102,5171
8103,iván,8103,4797
8104,yo diría que sí,8104,6743
8105,mis padres,8105,9877
8106,las dos cosas,8106,3873
8107,michel,8107,9877
8108,abrid,8108,9877
8109,"sí, aquí estoy",8109,9877
8110,genio,8110,5925
8111,quiénes eran,8111,6242
8112,molesto,8112,9877
8113,francés,8113,7014
8114,sólo preguntaba,8114,9877
8115,ya sabes qué hacer,8115,6875
8116,se siente mejor,8116,6065
8117,es lo que quieres,8117,8142
8118,por qué están aquí,8118,9877
8119,venga por aquí,8119,6898
8120,eres un ángel,8120,8300
8121,gracias por esperar,8121,9877
8122,correr,8122,9877
8123,pero no fue así,8123,6189
8124,un millón de dólares,8124,8524
8125,puedo hablar con él,8125,5789
8126,estoy agotada,8126,9877
8127,y qué dijo,8127,9877
8128,gran trabajo,8128,9877
8129,qué haces tú,8129,6428
8130,necesito que me ayudes,8130,7792
8131,"oiga, señor",8131,7065
8132,qué están diciendo,8132,9877
8133,guarda eso,8133,5906
8134,qué pasa ahí,8134,4147
8135,esto se acabó,8135,5446
8136,er,8136,9877
8137,el niño,8137,7575
8138,entonces no lo hagas,8138,9877
8139,puedes hacer lo que quieras,8139,9877
8140,"no, escúchame",8140,9877
8141,cuidado con eso,8141,6924
8142,"bueno, ya está",8142,5662
8143,aloha,8143,9877
8144,mientras tanto,8144,9877
8145,no le hagas daño,8145,9877
8146,nunca lo olvidaré,8146,9877
8147,listas,8147,9877
8148,denny,8148,5778
8149,firma aquí,8149,9877
8150,"lo siento, hombre",8150,9877
8151,no hemos terminado,8151,9877
8152,vamos por aquí,8152,9877
8153,por qué lo dice,8153,9877
8154,atras,8154,9877
8155,"eh, sí",8155,9877
8156,entra en el coche,8156,9877
8157,"oh, cállate",8157,9877
8158,pero sí,8158,9877
8159,así soy yo,8159,9877
8160,es confidencial,8160,9877
8161,libros,8161,9877
8162,están seguros,8162,9877
8163,cuánto tiempo ha pasado,8163,9877
8164,no puede ser verdad,8164,9877
8165,es excelente,8165,9877
8166,"oh, ¿de verdad",8166,9877
8167,dinamita,8167,3188
8168,los ves,8168,9877
8169,mandy,8169,9877
8170,tienes algo para mí,8170,9877
8171,no hay vuelta atrás,8171,9877
8172,tessa,8172,9877
8173,solo que,8173,9877
8174,estoy herido,8174,7867
8175,puedo hablar,8175,9877
8176,observen,8176,9877
8177,a quien le importa,8177,4636
8178,quizás tengas razón,8178,6861
8179,estamos en problemas,8179,9877
8180,no tienes que decir nada,8180,9514
8181,sé dónde está,8181,6991
8182,esto es grandioso,8182,5993
8183,"sí, la tengo",8183,9877
8184,ese mismo,8184,9555
8185,me di cuenta,8185,9877
8186,entonces vamos,8186,9877
8187,estás celosa,8187,9877
8188,hablaremos luego,8188,9877
8189,está justo aquí,8189,9877
8190,"hey, espera",8190,9877
8191,está frío,8191,9877
8192,es su cumpleaños,8192,8633
8193,y así es,8193,8632
8194,no digas,8194,8845
8195,gallina,8195,9877
8196,que dios nos ayude,8196,8492
8197,podría funcionar,8197,9877
8198,y ud,8198,7076
8199,"hola, chico",8199,5755
8200,se ve muy bien,8200,9877
8201,estoy muriendo,8201,9877
8202,y el resto,8202,7918
8203,grita,8203,3925
8204,tenemos que salir,8204,6883
8205,esto es para usted,8205,4434
8206,el perro,8206,9877
8207,adónde irás,8207,6540
8208,"jesús, maría y josé",8208,4175
8209,deberías venir,8209,9877
8210,eres mi amigo,8210,7729
8211,buen perro,8211,9877
8212,"no, no hagas eso",8212,9877
8213,te parece gracioso,8213,7198
8214,nos rendimos,8214,5145
8215,yo no la maté,8215,9877
8216,tte,8216,9877
8217,paulie,8217,4143
8218,agentes federales,8218,9877
8219,tenemos que seguir,8219,5306
8220,le pido disculpas,8220,8160
8221,por todos los cielos,8221,9877
8222,no está en casa,8222,5941
8223,dese la vuelta,8223,7013
8224,creo que lo tengo,8224,8218
8225,que pasa contigo,8225,9877
8226,no te pongas así,8226,5644
8227,"buenas noches, querida",8227,9877
8228,esto es interesante,8228,9358
8229,no quise hacerlo,8229,9877
8230,que quiere decir,8230,9877
8231,no te da vergüenza,8231,9877
8232,ya lo sabemos,8232,5706
8233,jonah,8233,3285
8234,iré enseguida,8234,7353
8235,ya lo has hecho,8235,5111
8236,lo encontraron,8236,3814
8237,solo yo,8237,9877
8238,yo vivo aquí,8238,3203
8239,clásico,8239,9877
8240,viste algo,8240,9877
8241,lindsay,8241,9877
8242,qué estúpido,8242,9877
8243,no salgas,8243,5295
8244,"gracias, john",8244,6979
8245,vamos a dormir,8245,6623
8246,tenía,8246,9877
8247,texas,8247,5030
8248,ahora escúchame,8248,9877
8249,se escapa,8249,7019
8250,y el otro,8250,6516
8251,asia-team presenta,8251,9877
8252,no sirve de nada,8252,6133
8253,de dónde salió,8253,7382
8254,data,8254,9877
8255,aun así,8255,9877
8256,vuelva,8256,8995
8257,mis hijos,8257,5502
8258,desde siempre,8258,9877
8259,agárrate fuerte,8259,9877
8260,la he visto,8260,9877
8261,es basura,8261,6424
8262,shalom,8262,8684
8263,cinco mil,8263,4591
8264,es tu hermano,8264,7920
8265,tuya,8265,9877
8266,es francés,8266,9348
8267,tráelo aquí,8267,5360
8268,estuve pensando,8268,9877
8269,cuándo llegaste,8269,7594
8270,clyde,8270,9877
8271,doris,8271,9877
8272,sigan adelante,8272,9877
8273,rusty,8273,9347
8274,"entonces, qué",8274,3585
8275,qué aburrido,8275,9877
8276,esto es muy importante,8276,5955
8277,pero tú sí,8277,9877
8278,qué digo,8278,8086
8279,no me molestes,8279,8849
8280,está sucediendo,8280,9877
8281,encontré esto,8281,9877
8282,puedo preguntar por qué,8282,9877
8283,soy un desastre,8283,7690
8284,morirá,8284,8547
8285,dewey,8285,9877
8286,me llamo,8286,9877
8287,"entonces, ¿qué es",8287,9877
8288,diez mil,8288,9877
8289,se acabó la fiesta,8289,5065
8290,tengo que mear,8290,5890
8291,te echaré de menos,8291,7007
8292,te debo una disculpa,8292,9877
8293,un gusto conocerte,8293,9877
8294,bishop,8294,9877
8295,es mi marido,8295,9877
8296,iremos,8296,9877
8297,qué es ese sonido,8297,9877
8298,"no, tiene razón",8298,6825
8299,con eso basta,8299,7908
8300,no quiero volver a verte,8300,9877
8301,beba,8301,9877
8302,estas loca,8302,9877
8303,puede ayudarme,8303,9007
8304,cuál es la prisa,8304,9877
8305,"ah, cierto",8305,9877
8306,está llorando,8306,9877
8307,cómetelo,8307,9877
8308,pasado mañana,8308,5811
8309,pero que,8309,9877
8310,ya casi termino,8310,9029
8311,sé lo que estás haciendo,8311,9877
8312,el mío,8312,9877
8313,solo un minuto,8313,9877
8314,no hay nada de qué preocuparse,8314,9877
8315,es lógico,8315,9279
8316,"en el nombre del padre, del hijo y del espíritu santo",8316,8926
8317,"sí, quizás",8317,9877
8318,supongo que,8318,6178
8319,escóndanse,8319,7727
8320,escuchen esto,8320,9877
8321,por qué motivo,8321,9877
8322,caracoles,8322,9877
8323,cual es su nombre,8323,9877
8324,que esta haciendo,8324,9877
8325,eso es lo que pensé,8325,9877
8326,veré que puedo hacer,8326,9481
8327,estamos vivos,8327,9877
8328,es nueva,8328,7477
8329,de que,8329,7240
8330,te está esperando,8330,4189
8331,qué hace usted aquí,8331,7711
8332,te volveré a llamar,8332,9877
8333,me llamaste,8333,9877
8334,qué tienes para mí,8334,4937
8335,me da gusto verte,8335,7309
8336,aquí vamos de nuevo,8336,9877
8337,"vamos, charlie",8337,9877
8338,si puedo,8338,9877
8339,está genial,8339,9877
8340,eso es lo que dijo,8340,9877
8341,déjenme entrar,8341,9877
8342,qué pasó después,8342,6430
8343,vienes o no,8343,9274
8344,tienes un problema,8344,4048
8345,me da miedo,8345,9877
8346,de verdad que sí,8346,9877
8347,ahora no puedo,8347,8662
8348,camarada,8348,5650
8349,"sí, lo hago",8349,9877
8350,tiene que hacerlo,8350,9877
8351,que hora es,8351,9877
8352,mmm-hmm,8352,9877
8353,"hola, padre",8353,4961
8354,escuchar,8354,9112
8355,mantenme informado,8355,9877
8356,"ah, vale",8356,9877
8357,quieres agua,8357,9877
8358,"hola, ¿qué pasa",8358,9877
8359,lo que digas,8359,8476
8360,"ven, cariño",8360,4201
8361,está muriendo,8361,9877
8362,démela,8362,5264
8363,no es grave,8363,3861
8364,"de acuerdo, señor",8364,9877
8365,bájenlo,8365,7036
8366,ha estado bien,8366,9877
8367,no hay manera,8367,9877
8368,eres un asesino,8368,9877
8369,joel,8369,9877
8370,qué demonios significa eso,8370,9877
8371,tú me conoces,8371,8347
8372,seguid,8372,5961
8373,"hola, niños",8373,9203
8374,tienes una cita,8374,9877
8375,qué graciosa,8375,8031
8376,el anillo,8376,9877
8377,coincidencia,8377,9877
8378,carta,8378,9877
8379,"ok, bien",8379,9877
8380,síp,8380,9877
8381,estaba muerto,8381,9877
8382,está oscuro,8382,9877
8383,no soy nadie,8383,9877
8384,ya lo tenemos,8384,9018
8385,ahora que,8385,8600
8386,"sí, entendido",8386,9877
8387,kirk,8387,9877
8388,te llamo más tarde,8388,9877
8389,si puedes,8389,9877
8390,de qué quieres hablar,8390,5654
8391,es ahora o nunca,8391,9877
8392,algo malo,8392,9877
8393,cuánto te debo,8393,6616
8394,sentémonos,8394,9877
8395,"oh, ¡dios mío",8395,9877
8396,estoy casado,8396,9877
8397,ehh,8397,9877
8398,no soy idiota,8398,6656
8399,así mismo,8399,9782
8400,muy bien entonces,8400,9877
8401,te dejo,8401,3745
8402,la hay,8402,9877
8403,tú lo sabías,8403,9877
8404,vale la pena intentarlo,8404,9877
8405,lo presiento,8405,9877
8406,dex,8406,9877
8407,por dinero,8407,3545
8408,deme eso,8408,4768
8409,yuri,8409,6061
8410,sigamos adelante,8410,6961
8411,"ok, vamos",8411,9877
8412,dónde están ahora,8412,9877
8413,no era necesario,8413,9877
8414,quiero ir contigo,8414,9877
8415,judith,8415,9877
8416,tiene mi palabra,8416,9877
8417,lo puedes creer,8417,6932
8418,"no, hablo en serio",8418,9877
8419,no tenía elección,8419,9877
8420,no puede hacer esto,8420,9877
8421,en una hora,8421,9877
8422,"lo siento, jefe",8422,9877
8423,el sábado,8423,4561
8424,monstruos,8424,9877
8425,eres adorable,8425,9877
8426,yo no quería,8426,9877
8427,soy groot,8427,9877
8428,el chico,8428,9877
8429,ya se acabó,8429,7153
8430,"gracias, sam",8430,9877
8431,tienes familia,8431,9877
8432,estás muy guapa,8432,9877
8433,puede pasar,8433,7429
8434,solo digo,8434,9877
8435,disfruten,8435,7242
8436,"estás bromeando, ¿verdad",8436,9559
8437,por mí está bien,8437,9877
8438,te veo más tarde,8438,9877
8439,ni siquiera,8439,9877
8440,sadie,8440,9877
8441,caitlin,8441,9877
8442,a qué viene esto,8442,6572
8443,ese hijo de puta,8443,5691
8444,atentos,8444,8236
8445,tienes alguna idea,8445,8897
8446,despedido,8446,4306
8447,"no, detente",8447,9877
8448,qué demonios pasó,8448,4333
8449,"bueno, yo no",8449,9877
8450,más vino,8450,9877
8451,qué mierda es eso,8451,9877
8452,con quién hablabas,8452,4495
8453,lo veis,8453,5636
8454,tienen hambre,8454,2816
8455,trabajamos juntos,8455,9877
8456,"oh, de acuerdo",8456,9877
8457,dámelos,8457,8536
8458,tu mamá,8458,4803
8459,fuma,8459,7102
8460,los amo,8460,9877
8461,el otro,8461,9877
8462,este hombre,8462,9877
8463,"sí, así fue",8463,9877
8464,bienvenido de nuevo,8464,9877
8465,yo te cubro,8465,6249
8466,debemos hacerlo,8466,9877
8467,no se lo diré a nadie,8467,9877
8468,no lo necesitamos,8468,9877
8469,le encanta,8469,9812
8470,no quieres saberlo,8470,9877
8471,morris,8471,9877
8472,suéltenla,8472,4295
8473,no vas a morir,8473,9476
8474,estuvo muy bien,8474,3838
8475,gil,8475,5901
8476,tienes fiebre,8476,7428
8477,como dije,8477,9877
8478,"está bien, mira",8478,7229
8479,ya casi está,8479,9877
8480,me siento fatal,8480,9877
8481,este es el trato,8481,6805
8482,tú quién eres,8482,9685
8483,tenemos un ganador,8483,9877
8484,qué puedes hacer,8484,9877
8485,tiene suerte,8485,4828
8486,no estuvo mal,8486,6216
8487,termínalo,8487,9877
8488,"sí, puede ser",8488,6077
8489,las mujeres,8489,6101
8490,capitan,8490,9877
8491,es muy fuerte,8491,9877
8492,a donde vamos,8492,4038
8493,la semana que viene,8493,9877
8494,qué tal ahora,8494,9877
8495,"bueno, es",8495,9877
8496,se lo suplico,8496,9877
8497,es mamá,8497,9877
8498,estás en problemas,8498,9877
8499,estás drogado,8499,7669
8500,esto no funciona,8500,9877
8501,quién dice,8501,6357
8502,aún no lo sabemos,8502,9877
8503,es eso posible,8503,9877
8504,me quedo aquí,8504,9877
8505,defensa,8505,6963
8506,viene hacia aquí,8506,9877
8507,matty,8507,9877
8508,donald,8508,9877
8509,qué está pasando ahí,8509,7946
8510,la puta madre,8510,3166
8511,gato,8511,9877
8512,yo conduciré,8512,9067
8513,no la conoces,8513,9877
8514,"hola, max",8514,6443
8515,en su casa,8515,9877
8516,henri,8516,9877
8517,"muy bien, amigo",8517,6412
8518,qué sabemos,8518,8237
8519,es una fiesta,8519,9877
8520,dame tu arma,8520,4948
8521,velocidad,8521,9877
8522,en nueva york,8522,2910
8523,buscando,8523,9877
8524,como desees,8524,9877
8525,"hola, señoritas",8525,9198
8526,abe,8526,9877
8527,más abajo,8527,9877
8528,en la cama,8528,8257
8529,mira alrededor,8529,6446
8530,mi héroe,8530,9877
8531,te pillé,8531,9877
8532,estás enfadado,8532,9466
8533,tengo que hacer una llamada,8533,9877
8534,no entres,8534,7552
8535,quieres que te ayude,8535,7276
8536,tirad,8536,9877
8537,"no, es cierto",8537,9877
8538,eso dolió,8538,5694
8539,milady,8539,9877
8540,recuerdas eso,8540,9877
8541,es fantástica,8541,9194
8542,no es molestia,8542,8587
8543,no puedo soportarlo más,8543,9877
8544,que sea rápido,8544,9877
8545,sully,8545,9877
8546,en la casa,8546,9877
8547,q,8547,9877
8548,no me encuentro bien,8548,5388
8549,tiene que irse,8549,9877
8550,"no, para",8550,9877
8551,recibiste mi mensaje,8551,6620
8552,me alegro de que hayas venido,8552,8045
8553,fantastico,8553,9877
8554,gracias por el café,8554,9877
8555,mi hombre,8555,9877
8556,esto es hermoso,8556,9877
8557,habla con ella,8557,9877
8558,tengo que ir a casa,8558,9877
8559,vamos a cenar,8559,8829
8560,lo ha visto,8560,8533
8561,por qué tanta prisa,8561,9877
8562,harry potter,8562,9877
8563,no estamos solos,8563,9877
8564,respondan,8564,8095
8565,"sí, bastante",8565,8495
8566,y eso fue todo,8566,9877
8567,échale un vistazo,8567,9877
8568,raj,8568,9877
8569,"no, no hay problema",8569,9877
8570,eso es una mierda,8570,3475
8571,no podemos hacerlo,8571,5980
8572,"sí, cómo no",8572,4769
8573,yo contesto,8573,9877
8574,jueves,8574,5648
8575,"claro, señor",8575,9877
8576,no es nadie,8576,8584
8577,lárguense de aquí,8577,4464
8578,saben por qué,8578,6081
8579,me entendiste,8579,3542
8580,no tienes que hacer eso,8580,9877
8581,bryan,8581,9877
8582,nieve,8582,9877
8583,número uno,8583,9877
8584,está perfecto,8584,8395
8585,he cambiado de opinión,8585,8109
8586,saluda,8586,4584
8587,vamos en camino,8587,6895
8588,alguien que me ayude,8588,9877
8589,hostia,8589,2497
8590,qué genial,8590,4603
8591,"bien, supongo",8591,9877
8592,"sigue, sigue",8592,6784
8593,vamos afuera,8593,9877
8594,stephanie,8594,9877
8595,quédate con el cambio,8595,6432
8596,de qué diablos hablas,8596,4109
8597,ya me iba,8597,9877
8598,has dormido bien,8598,7949
8599,espero que te guste,8599,8821
8600,va a venir,8600,9877
8601,está ahí dentro,8601,3924
8602,no es lo que crees,8602,7541
8603,son tuyos,8603,9355
8604,"no está mal, ¿eh",8604,5523
8605,adónde vais,8605,5465
8606,me caes bien,8606,6278
8607,cyrus,8607,9877
8608,"mira, mira, mira",8608,7391
8609,fine,8609,9877
8610,cómo me llamaste,8610,9877
8611,no aún,8611,9877
8612,"no, no, no, no, no, no, no",8612,9877
8613,10 segundos,8613,7625
8614,conozco esa mirada,8614,9877
8615,quién es el siguiente,8615,9877
8616,mhysa,8616,9877
8617,desde cuando,8617,9877
8618,como digas,8618,8504
8619,quieres matarme,8619,9877
8620,la cena está servida,8620,9877
8621,estaré esperando,8621,9877
8622,ha pasado tanto tiempo,8622,9877
8623,estás completamente loco,8623,9877
8624,"gracias, dios",8624,9877
8625,qué va a pasar,8625,9781
8626,sucede,8626,9877
8627,maddy,8627,9877
8628,deténganla,8628,9877
8629,por qué no lo dijiste,8629,9877
8630,"hola, jerry",8630,9877
8631,no están,8631,5364
8632,voy de camino,8632,9877
8633,es muy dulce,8633,9877
8634,podría ser cualquiera,8634,9877
8635,esperas a alguien,8635,9877
8636,yo te quiero,8636,8735
8637,no te metas en esto,8637,5272
8638,aidan,8638,9877
8639,quién dice eso,8639,9877
8640,gordo,8640,9877
8641,como desee,8641,9877
8642,"vale, ¿sabes qué",8642,9877
8643,va a ser divertido,8643,9877
8644,lo pillas,8644,9877
8645,lo hay,8645,9877
8646,a bailar,8646,8676
8647,qué he dicho,8647,5273
8648,ahora regreso,8648,9537
8649,es difícil decirlo,8649,9877
8650,échame una mano,8650,9877
8651,llamen a la policía,8651,6018
8652,cheryl,8652,9877
8653,es demasiado arriesgado,8653,9877
8654,que vamos a hacer,8654,7682
8655,quién diablos es usted,8655,9877
8656,quién va,8656,4349
8657,estados unidos,8657,3770
8658,y esto qué es,8658,4776
8659,qué están mirando,8659,6308
8660,charley,8660,9877
8661,y si no lo hago,8661,9877
8662,esta aquí,8662,6402
8663,marcel,8663,9877
8664,drew,8664,9877
8665,callie,8665,9877
8666,quién viene,8666,8493
8667,no sabes eso,8667,9877
8668,"vale, genial",8668,9877
8669,eso es algo,8669,9877
8670,qué sentido tiene,8670,9877
8671,estoy confundida,8671,9877
8672,james bond,8672,2438
8673,no discutas,8673,6791
8674,dinos,8674,7590
8675,tengo que hablar con él,8675,9877
8676,"ah, eres tú",8676,8368
8677,bu,8677,9877
8678,límpialo,8678,9877
8679,"hola, steve",8679,9877
8680,yo lo conozco,8680,5140
8681,no me pasa nada,8681,5447
8682,olvídala,8682,9877
8683,será mejor que te vayas,8683,9877
8684,sea lo que sea,8684,9877
8685,eso significa,8685,7099
8686,volví,8686,9877
8687,estoy nerviosa,8687,8699
8688,qué hay con eso,8688,8334
8689,y cómo lo sabes,8689,9877
8690,diecinueve,8690,9877
8691,"hey, amigo",8691,9877
8692,qué me importa,8692,9877
8693,walker,8693,9877
8694,yo no lo sé,8694,8420
8695,"bueno, tengo que irme",8695,9877
8696,hice lo que tenía que hacer,8696,9877
8697,te vas a poner bien,8697,9877
8698,es emocionante,8698,9788
8699,qué llevas puesto,8699,7409
8700,tienes que hacer algo,8700,6085
8701,"hola, ¿cómo está",8701,6225
8702,patricia,8702,9877
8703,no sé qué pensar,8703,7101
8704,no me lo dijo,8704,9877
8705,"hola, eddie",8705,6144
8706,ahjussi,8706,9877
8707,no tienes miedo,8707,9877
8708,vi,8708,9877
8709,"hola, tony",8709,5147
8710,a ninguna parte,8710,8989
8711,la tierra,8711,9877
8712,no pueden hacer eso,8712,5500
8713,abuelita,8713,9877
8714,no tengo otra opción,8714,9877
8715,en la escuela,8715,6563
8716,"vamos, despierta",8716,9877
8717,sigue vivo,8717,9877
8718,y qué hiciste,8718,9877
8719,úsalo,8719,9877
8720,dáselo,8720,6157
8721,como quién,8721,7568
8722,te lo puedes creer,8722,9877
8723,"espera, por favor",8723,9877
8724,es una buena chica,8724,9877
8725,estoy yendo,8725,9877
8726,nadie es perfecto,8726,9634
8727,me comprendes,8727,9877
8728,"por favor, basta",8728,9877
8729,cruz,8729,8342
8730,damien,8730,9877
8731,no has cambiado,8731,7332
8732,con qué fin,8732,9877
8733,no lo encuentro,8733,9877
8734,qué fue lo que dijo,8734,9877
8735,seguro que si,8735,9504
8736,maldita puta,8736,6860
8737,no en este momento,8737,7307
8738,tú no eres así,8738,9877
8739,esto es mío,8739,9613
8740,por qué piensas eso,8740,9877
8741,"hola, mary",8741,9877
8742,eres mi hijo,8742,9877
8743,quédatela,8743,9877
8744,a quiénes,8744,9877
8745,mazel tov,8745,9877
8746,maldita seas,8746,9877
8747,"muy bien, adiós",8747,9877
8748,qué encantador,8748,9877
8749,que te vaya bien,8749,9877
8750,eso es lo importante,8750,9877
8751,un sueño,8751,5144
8752,"para, para, para",8752,8091
8753,no le parece,8753,7968
8754,acostúmbrate,8754,9877
8755,no quiero perderte,8755,9877
8756,ve a buscarlo,8756,8466
8757,"sí, majestad",8757,9877
8758,porque te amo,8758,9877
8759,me veo bien,8759,5204
8760,no es correcto,8760,9877
8761,que gracioso,8761,9877
8762,no entienden,8762,4766
8763,alguna otra cosa,8763,9877
8764,puedo verte,8764,9877
8765,no lo arruines,8765,9877
8766,necesito hablar con él,8766,9877
8767,donde están,8767,9462
8768,"ok, gracias",8768,8355
8769,estoy tan cansada,8769,9877
8770,jalen,8770,4296
8771,volvió,8771,9877
8772,"cielos, no",8772,9877
8773,y así fue,8773,9877
8774,sofía,8774,2021
8775,"buen trabajo, chicos",8775,9877
8776,esta es tu casa,8776,5085
8777,me va a matar,8777,4474
8778,marianne,8778,9877
8779,eres joven,8779,8873
8780,el desayuno,8780,8898
8781,camaradas,8781,9877
8782,de frente,8782,9877
8783,vicki,8783,9877
8784,una pesadilla,8784,9426
8785,muy rápido,8785,5734
8786,cansada,8786,9490
8787,el cuerpo de cristo,8787,1972
8788,son míos,8788,9877
8789,franklin,8789,9877
8790,"genial, genial",8790,9877
